Survived Pclass Age SibSp Parch Ticket Embarked
0 3 male  3 1 
0 1 female 50 0 0 C49
0 2 male 30 0 0 
0 3 male 36 0 0 
0 3 female  8 2 
0 2 male  0 0 
0 3 male 9 4 2 
1 2 male 1 2 1 F4
1 3 female 4 0 2 
0 1 male  0 0 A32
1 3 female  1 0 
1 1 male 45 0 0 
0 3 male 40 1 1 
0 3 male 36 0 0 
1 2 female 32 0 0 
0 2 male 19 0 0 
1 3 female 19 1 0 
1 2 male 3 1 1 F2
1 1 female 44 0 0 B4
1 1 female 58 0 0 B80
0 3 male  0 0 
0 3 male 42 0 1 
1 3 female  0 0 
0 2 female 24 0 0 
0 3 male 28 0 0 
0 3 male  8 2 
0 3 male 34 0 0 
0 3 male 45.5 0 0 
1 3 male 18 0 0 
0 3 female 2 0 1 G6
0 3 male 32 1 0 
1 3 male 26 0 0 
1 3 female 16 0 0 
1 1 male 40 0 0 A31
0 3 male 24 0 0 
1 2 female 35 0 0 
0 3 male 22 0 0 
0 2 male 30 0 0 
0 3 male  1 0 
1 1 female 31 1 0 D36
1 3 female 27 0 0 
0 2 male 42 1 0 
1 1 female 32 0 0 D15
0 2 male 30 0 0 
1 3 male 16 0 0 
0 2 male 27 0 0 
0 3 male 51 0 0 
0 3 male  0 0 
1 1 male 38 1 0 C93
0 3 male 22 0 0 
1 2 male 19 0 0 
0 3 male 20.5 0 0 
0 2 male 18 0 0 
0 3 female  3 1 
1 1 female 35 1 0 C83
0 3 male 29 0 0 
0 2 male 59 0 0 
1 3 female 5 4 2 
0 2 male 24 0 0 
0 3 female  0 0 
0 2 male 44 1 0 
1 2 female 8 0 2 
0 2 male 19 0 0 
0 2 male 33 0 0 
0 3 female  1 0 
1 3 female  1 0 
0 2 male 29 0 0 
0 3 male 22 0 0 
0 3 male 30 0 0 
0 1 male 44 2 0 C78
0 3 female 25 0 0 
1 2 female 24 0 2 
1 1 male 37 1 1 D35
0 2 male 54 1 0 
0 3 male  0 0 
0 3 female 29 1 1 G6
0 1 male 62 0 0 C87
0 3 male 30 1 0 
0 3 female 41 0 2 
1 3 female 29 0 2 
1 1 female  0 0 
1 1 female 30 0 0 B77
1 1 female 35 0 0 
1 2 female 50 0 1 
0 3 male  0 0 
1 3 male 3 4 2 
0 1 male 52 1 1 E67
0 1 male 40 0 0 B94
0 3 female  0 0 
0 2 male 36 0 0 
0 3 male 16 4 1 
1 3 male 25 1 0 
1 1 female 58 0 1 C125
1 1 female 35 0 0 C99
0 1 male  0 0 
1 3 male 25 0 0 
1 2 female 41 0 1 
0 1 male 37 0 1 C118
1 3 female  0 0 
1 1 female 63 1 0 D7
0 3 female 45 0 0 
0 2 male  0 0 
0 3 male 7 4 1 
1 3 female 35 1 1 
0 3 male 65 0 0 
0 3 male 28 0 0 
0 3 male 16 0 0 
1 3 male 19 0 0 
0 1 male  0 0 A19
0 3 male 33 0 0 
1 3 male 30 0 0 
0 3 male 22 0 0 
1 2 male 42 0 0 
1 3 female 22 0 0 
1 1 female 26 0 0 
1 1 female 19 1 0 B49
0 2 male 36 0 0 D
0 3 female 24 0 0 
0 3 male 24 0 0 
0 1 male  0 0 
0 3 male 23.5 0 0 
0 1 female 2 1 2 C22 C26
1 1 male  0 0 C106
1 1 female 50 0 1 B58 B60
1 3 female  0 0 
1 3 male  2 0 
0 3 male 19 0 0 
1 2 female  0 0 E101
0 3 male  0 0 
1 1 male 0.92 1 2 C22 C26
1 1 female  0 0 
1 1 female 17 1 0 C65
0 2 male 30 1 0 
1 1 female 30 0 0 E36
1 1 female 24 0 0 C54
1 1 female 18 2 2 B57 B59 B63 B66
0 2 female 26 1 1 
0 3 male 28 0 0 
0 2 male 43 1 1 
1 3 female 26 0 0 
1 2 female 24 1 0 
0 2 male 54 0 0 
1 1 female 31 0 2 C7
1 1 female 40 1 1 E34
0 3 male 22 0 0 
0 3 male 27 0 0 
1 2 female 30 0 0 
1 2 female 22 1 1 
0 3 male  8 2 
1 1 female 36 0 0 C32
0 3 male 61 0 0 
1 2 female 36 0 0 D
1 3 female 31 1 1 
1 1 female 16 0 1 B18
1 3 female  2 0 
0 1 male 45.5 0 0 C124
0 1 male 38 0 1 C91
0 3 male 16 2 0 
1 1 female  1 0 
0 3 male  0 0 
0 1 male 29 1 0 C2
1 1 female 41 0 0 E40
1 3 male 45 0 0 
0 1 male 45 0 0 T
1 2 male 2 1 1 F2
1 1 female 24 3 2 C23 C25 C27
0 2 male 28 0 0 
0 2 male 25 0 0 
0 2 male 36 0 0 
1 2 female 24 0 0 F33
1 2 female 40 0 0 
1 3 female  1 0 
1 3 male 3 1 1 
0 3 male 42 0 0 
0 3 male 23 0 0 
0 1 male  0 0 C128
0 3 male 15 1 1 
0 3 male 25 1 0 
0 3 male  0 0 
0 3 male 28 0 0 
1 1 female 22 0 1 E33
0 2 female 38 0 0 
1 3 female  0 0 
1 3 female  0 0 
0 3 male 40 1 4 
0 2 male 29 1 0 
0 3 female 45 0 1 
0 3 male 35 0 0 
0 3 male  1 0 
0 3 male 30 0 0 
1 1 female 60 1 0 D37
1 3 female  0 0 
1 3 female  0 0 
1 1 female 24 0 0 B35
1 1 male 25 1 0 E50
0 3 male 18 1 0 
0 3 male 19 0 0 
0 1 male 22 0 0 
0 3 female 3 3 1 
1 1 female  1 0 
1 3 female 22 0 0 
0 1 male 27 0 2 C82
0 3 male 20 0 0 
0 3 male 19 0 0 
1 1 female 42 0 0 
1 3 female 1 0 2 
0 3 male 32 0 0 
1 1 female 35 1 0 
0 3 male  0 0 
0 2 male 18 0 0 
0 3 male 1 5 2 
1 2 female 36 0 0 
0 3 male  0 0 
1 2 female 17 0 0 
1 1 male 36 1 2 B96 B98
1 3 male 21 0 0 
0 3 male 28 2 0 
1 1 female 23 1 0 D36
1 3 female 24 0 2 G6
0 3 male 22 0 0 
0 3 female 31 0 0 
0 2 male 46 0 0 
0 2 male 23 0 0 
1 2 female 28 0 0 
1 3 male 39 0 0 
0 3 male 26 0 0 
0 3 female 21 1 0 
0 3 male 28 1 0 
0 3 female 20 0 0 
0 2 male 34 1 0 
0 3 male 51 0 0 
1 2 male 3 1 1 
0 3 male 21 0 0 
0 3 female  3 1 
0 3 male  0 0 
0 3 male  0 0 
1 1 female 33 1 0 C78
0 2 male  0 0 
1 3 male 44 0 0 
0 3 female  0 0 
1 2 female 34 1 1 
1 2 female 18 0 2 
0 2 male 30 0 0 
0 3 female 10 0 2 
0 3 male  0 0 
0 3 male 21 0 0 
0 3 male 29 0 0 
0 3 female 28 1 1 
0 3 male 18 1 1 
0 3 male  0 0 
1 2 female 28 1 0 
1 2 female 19 0 0 
0 3 male  0 0 
1 3 male 32 0 0 E10
1 1 male 28 0 0 C52
1 3 female  1 0 
1 2 female 42 1 0 
0 3 male 17 0 0 
0 1 male 50 1 0 E44
1 1 female 14 1 2 B96 B98
0 3 female 21 2 2 
1 2 female 24 2 3 
0 1 male 64 1 4 C23 C25 C27
0 2 male 31 0 0 
1 2 female 45 1 1 
0 3 male 20 0 0 
0 3 male 25 1 0 
1 2 female 28 0 0 
1 3 male  0 0 
1 1 male 4 0 2 A34
1 2 female 13 0 1 
1 1 male 34 0 0 
1 3 female 5 2 1 
1 1 male 52 0 0 C104
0 2 male 36 1 2 
0 3 male  1 0 
0 1 male 30 0 0 C111
1 1 male 49 1 0 C92
0 3 male  0 0 
1 3 male 29 0 0 
0 1 male 65 0 0 E38
1 1 female  1 0 D21
1 2 female 50 0 0 
0 3 male  0 0 
1 1 male 48 0 0 E12
0 3 male 34 0 0 
0 1 male 47 0 0 E63
0 2 male 48 0 0 
0 3 male  0 0 
0 3 male 38 0 0 
0 2 male  0 0 
0 1 male 56 0 0 
0 3 male  0 0 
1 3 female 0.75 2 1 
0 3 male  0 0 
0 3 male 38 0 0 
1 2 female 33 1 2 
1 2 female 23 0 0 D
0 3 female 22 0 0 
0 1 male  0 0 A14
0 2 male 34 1 0 
0 3 male 29 1 0 
0 3 male 22 0 0 
1 3 female 2 0 1 
0 3 male 9 5 2 
0 2 male  0 0 
0 3 male 50 0 0 
1 3 female 63 0 0 
1 1 male 25 1 0 B49
0 3 female  3 1 
1 1 female 35 1 0 C93
0 1 male 58 0 0 B37
0 3 male 30 0 0 
1 3 male 9 1 1 
0 3 male  1 0 
0 3 male 21 0 0 
0 1 male 55 0 0 C30
0 1 male 71 0 0 
0 3 male 21 0 0 
0 3 male  0 0 
1 1 female 54 1 0 D20
0 3 male  0 0 
0 1 female 25 1 2 C22 C26
0 3 male 24 0 0 
0 3 male 17 0 0 
0 3 female 21 0 0 
0 3 female  0 0 
0 3 female 37 0 0 
1 1 female 16 0 0 B79
0 1 male 18 1 0 C65
1 2 female 33 0 2 
1 1 male  0 0 
0 3 male 28 0 0 
1 3 male 26 0 0 
1 3 male 29 0 0 
0 3 male  0 0 
1 1 male 36 0 0 E25
1 1 female 54 1 0 
0 3 male 24 0 0 
0 1 male 47 0 0 D46
1 2 female 34 0 0 F33
0 3 male  0 0 
1 2 female 36 1 0 
0 3 male 32 0 0 
1 1 female 30 0 0 B73
0 3 male 22 0 0 
0 3 male  0 0 
1 1 female 44 0 1 B18
0 3 male  0 0 
0 3 male 40.5 0 0 
1 2 female 50 0 0 
0 1 male  0 0 C95
0 3 male 39 0 0 
0 2 male 23 2 1 
1 2 female 2 1 1 
0 3 male  0 0 
0 3 male 17 1 1 
1 3 female  0 2 
0 3 female 30 0 0 
1 2 female 7 0 2 
0 1 male 45 0 0 B38
1 1 female 30 0 0 
0 3 male  0 0 
1 1 female 22 0 2 B39
1 1 female 36 0 2 B22
0 3 female 9 4 2 
0 3 female 11 4 2 
1 2 male 32 1 0 
0 1 male 50 1 0 C86
0 1 male 64 0 0 
1 2 female 19 1 0 
1 2 male  0 0 
0 3 male 33 1 1 
1 2 male 8 1 1 
1 1 male 17 0 2 C70
0 2 male 27 0 0 
0 3 male  0 0 
1 3 male 22 0 0 
1 3 female 22 0 0 
0 1 male 62 0 0 
1 1 female 48 1 0 A16
0 1 male  0 0 
1 1 female 39 1 1 E67
1 3 female 36 1 0 
0 3 male  0 0 
0 3 male 40 0 0 
0 2 male 28 0 0 
0 3 male  0 0 
0 3 female  0 0 
0 3 male 24 2 0 
0 3 male 19 0 0 
0 3 female 29 0 4 
0 3 male  0 0 
1 3 male 32 0 0 
1 2 male 62 0 0 
1 1 female 53 2 0 C101
1 1 male 36 0 0 E25
1 3 female  0 0 
0 3 male 16 0 0 
0 3 male 19 0 0 
1 2 female 34 0 0 
1 1 female 39 1 0 E44
0 3 female  1 0 
1 3 male 32 0 0 
1 2 female 25 1 1 
1 1 female 39 1 1 C68
0 2 male 54 0 0 
0 1 male 36 0 0 A10
0 3 male  0 0 
1 1 female 18 0 2 E68
0 2 male 47 0 0 
1 1 male 60 1 1 B41
0 3 male 22 0 0 
0 3 male  0 0 
0 3 male 35 0 0 
1 1 female 52 1 0 D20
0 3 male 47 0 0 
0 3 female  0 2 
0 2 male 37 1 0 
0 3 male 36 1 1 
1 2 female  0 0 
0 3 male 49 0 0 
0 3 male  0 0 
1 1 male 49 1 0 A20
1 2 female 24 2 1 
0 3 male  0 0 
0 1 male  0 0 
0 3 male 44 0 0 
1 1 male 35 0 0 
0 3 male 36 1 0 
0 3 male 30 0 0 
1 1 male 27 0 0 
1 2 female 22 1 2 
1 1 female 40 0 0 C125
0 3 female 39 1 5 
0 3 male  0 0 
1 3 female  1 0 
0 3 male  0 0 
0 3 male 35 0 0 
1 2 female 24 1 2 
0 3 male 34 1 1 
0 3 female 26 1 0 
1 2 female 4 2 1 F4
0 2 male 26 0 0 
0 3 male 27 1 0 
1 1 male 42 1 0 D19
1 3 male 20 1 1 
0 3 male 21 0 0 
0 3 male 21 0 0 
0 1 male 61 0 0 D50
0 2 male 57 0 0 
1 1 female 21 0 0 D9
0 3 male 26 0 0 
0 3 male  0 0 
1 1 male 80 0 0 A23
0 3 male 51 0 0 
1 1 male 32 0 0 B50
0 1 male  0 0 
0 3 female 9 3 2 
1 2 female 28 0 0 
0 3 male 32 0 0 
0 2 male 31 1 1 
0 3 female 41 0 5 
0 3 male  1 0 
0 3 male 20 0 0 
1 1 female 24 0 0 B35
0 3 female 2 3 2 
1 3 male  0 0 
1 3 female 0.75 2 1 
1 1 male 48 1 0 D33
0 3 male 19 0 0 
1 1 male 56 0 0 A26
0 3 male  0 0 
1 3 female 23 0 0 
0 3 male  0 0 
1 2 female 18 0 1 
0 3 male 21 0 0 
1 3 female  0 0 
0 3 female 18 0 0 
0 2 male 24 2 0 
0 3 male  0 0 
0 3 female 32 1 1 
0 2 male 23 0 0 
0 1 male 58 0 2 D48
1 1 male 50 2 0 
0 3 male 40 0 0 
0 1 male 47 0 0 E58
0 3 male 36 0 0 
1 3 male 20 1 0 
0 2 male 32 2 0 
0 2 male 25 0 0 
0 3 male  0 0 
0 3 male 43 0 0 
1 1 female  1 0 C126
1 2 female 40 1 1 
0 1 male 31 1 0 B71
0 2 male 70 0 0 
1 2 male 31 0 0 
0 2 male  0 0 
0 3 male 18 0 0 
0 3 male 24.5 0 0 
1 3 female 18 0 0 
0 3 female 43 1 6 
1 1 male 36 0 1 B51 B53 B55
0 3 female  0 0 
1 1 male 27 0 0 D49
0 3 male 20 0 0 
0 3 male 14 5 2 
0 2 male 60 1 1 
0 2 male 25 1 2 
0 3 male 14 4 1 
0 3 male 19 0 0 
0 3 male 18 0 0 
1 1 female 15 0 1 B5
1 1 male 31 1 0 B20
1 3 female 4 0 1 
1 3 male  0 0 
0 3 male 25 0 0 
0 1 male 60 0 0 
0 2 male 52 0 0 
0 3 male 44 0 0 
1 3 female  0 0 
0 1 male 49 1 1 C68
0 3 male 42 0 0 F G63
1 1 female 18 1 0 C62 C64
1 1 male 35 0 0 E24
0 3 female 18 0 1 
0 3 male 25 0 0 
0 3 male 26 1 0 
0 2 male 39 0 0 
1 2 female 45 0 0 
1 1 male 42 0 0 E24
1 1 female 22 0 0 
1 3 male  1 1 
1 1 female 24 0 0 C90
0 1 male  0 0 C124
1 1 male 48 1 0 C126
0 3 male 29 0 0 
0 2 male 52 0 0 
0 3 male 19 0 0 F G73
1 1 female 38 0 0 C45
1 2 female 27 0 0 E101
0 3 male  0 0 
0 3 male 33 0 0 
1 2 female 6 0 1 
0 3 male 17 1 0 
0 2 male 34 0 0 
0 2 male 50 0 0 
1 1 male 27 1 0 E8
0 3 male 20 0 0 
1 2 female 30 3 0 
1 3 female  0 0 
0 2 male 25 1 0 
0 3 female 25 1 0 
1 1 female 29 0 0 B5
0 3 male 11 0 0 
0 2 male  0 0 
0 2 male 23 0 0 
0 2 male 23 0 0 
0 3 male 28.5 0 0 
0 3 female 48 1 3 
1 1 male 35 0 0 B101
0 3 male  0 0 
0 3 male  0 0 
1 1 male  0 0 D45
0 1 male 36 1 0 C46
1 1 female 21 2 2 B57 B59 B63 B66
0 3 male 24 1 0 
1 3 male 31 0 0 
0 1 male 70 1 1 B22
0 3 male 16 1 1 
1 2 female 30 0 0 
0 1 male 19 1 0 D30
0 3 male 31 0 0 
1 2 female 4 1 1 
1 3 male 6 0 1 E121
0 3 male 33 0 0 
0 3 male 23 0 0 
1 2 female 48 1 2 
1 2 male 0.67 1 1 
0 3 male 28 0 0 
0 2 male 18 0 0 
0 3 male 34 0 0 
1 1 female 33 0 0 B77
0 3 male  0 0 
0 3 male 41 0 0 
1 3 male 20 0 0 
1 1 female 36 1 2 B96 B98
0 3 male 16 0 0 
1 1 female 51 1 0 D11
0 1 male  0 0 
0 3 female 30.5 0 0 
0 3 male  1 0 
0 3 male 32 0 0 
0 3 male 24 0 0 
0 3 male 48 0 0 
0 2 female 57 0 0 E77
0 3 male  0 0 
1 2 female 54 1 3 
0 3 male 18 0 0 
0 3 male  0 0 F38
1 3 female 5 0 0 
0 3 male  0 0 
1 1 female 43 0 1 B3
1 3 female 13 0 0 
1 1 female 17 1 0 B20
0 1 male 29 0 0 D6
0 3 male  1 2 
0 3 male 25 0 0 
0 3 male 25 0 0 
1 3 female 18 0 0 
0 3 male 8 4 1 
1 3 male 1 1 2 
0 1 male 46 0 0 B82 B84
0 3 male  0 0 
0 2 male 16 0 0 
0 3 female  8 2 
0 1 male  0 0 
0 3 male 25 0 0 
0 2 male 39 0 0 
1 1 female 49 0 0 D17
1 3 female 31 0 0 
0 3 male 30 0 0 
0 3 female 30 1 1 
0 2 male 34 0 0 
1 2 female 31 1 1 
1 1 male 11 1 2 B96 B98
1 3 male 0.42 0 1 
1 3 male 27 0 0 
0 3 male 31 0 0 
0 1 male 39 0 0 A36
0 3 female 18 0 0 
0 2 male 39 0 0 
1 1 female 33 1 0 E8
0 3 male 26 0 0 
0 3 male 39 0 0 
0 2 male 35 0 0 
0 3 female 6 4 2 
0 3 male 30.5 0 0 
0 1 male  0 0 B102
0 3 female 23 0 0 
0 2 male 31 1 1 
0 3 male 43 0 0 
0 3 male 10 3 2 
1 1 female 52 1 1 B69
1 3 male 27 0 0 
0 1 male 38 0 0 
1 3 female 27 0 1 E121
0 3 male 2 4 1 
0 3 male  0 0 
0 3 male  0 0 
1 2 male 1 0 2 
1 3 male  0 0 
1 1 female 62 0 0 B28
1 3 female 15 1 0 
1 2 male 0.83 1 1 
0 3 male  0 0 
0 3 male 23 0 0 
0 3 male 18 0 0 
1 1 female 39 1 1 E49
0 3 male 21 0 0 
0 3 male  0 0 
1 3 male 32 0 0 
1 1 male  0 0 C47
0 3 male 20 0 0 
0 2 male 16 0 0 
1 1 female 30 0 0 
0 3 male 34.5 0 0 
0 3 male 17 0 0 
0 3 male 42 0 0 
0 3 male  8 2 
0 3 male 35 0 0 
0 2 male 28 0 1 
1 1 female  1 0 C92
0 3 male 4 4 2 
0 3 male 74 0 0 
0 3 female 9 1 1 
1 1 female 16 0 1 D28
0 2 female 44 1 0 
1 3 female 18 0 1 
1 1 female 45 1 1 
1 1 male 51 0 0 E17
1 3 female 24 0 3 
0 3 male  0 0 
0 3 male 41 2 0 
0 2 male 21 1 0 
1 1 female 48 0 0 D17
0 3 female  8 2 
0 2 male 24 0 0 
1 2 female 42 0 0 
1 2 female 27 1 0 
0 1 male 31 0 0 A24
0 3 male  0 0 
1 3 male 4 1 1 
0 3 male 26 0 0 
1 1 female 47 1 1 D35
0 1 male 33 0 0 B51 B53 B55
0 3 male 47 0 0 
1 2 female 28 1 0 
1 3 female 15 0 0 
0 3 male 20 0 0 
0 3 male 19 0 0 
0 3 male  0 0 
1 1 female 56 0 1 C50
1 2 female 25 0 1 
0 3 male 33 0 0 
0 3 female 22 0 0 
0 2 male 28 0 0 
0 3 male 25 0 0 
0 3 female 39 0 5 
0 2 male 27 0 0 
1 1 female 19 0 0 B42
0 3 female  1 2 
1 1 male 26 0 0 C148
0 3 male 32 0 0 
Test
